id,lat_start,lon_start,id_end,lat_end,lon_end
320401783,37.8771588,-122.2656309,53075889,37.8770439,-122.2656197
53075889,37.8770439,-122.2656197,4294292323,37.8769756,-122.2655844
4294292323,37.8769756,-122.2655844,9992040904,37.8769597,-122.2655766
9992040904,37.8769597,-122.2655766,320401784,37.8767333,-122.265479
320401784,37.8767333,-122.265479,59794908,37.8765972,-122.2654378
59794908,37.8765972,-122.2654378,339928543,37.8764276,-122.2654132
339928543,37.8764276,-122.2654132,239511759,37.8762491,-122.265425
239511759,37.8762491,-122.265425,53075890,37.8759301,-122.2655091
53075890,37.8759301,-122.2655091,239511764,37.8758455,-122.2655245
239511764,37.8758455,-122.2655245,3143332574,37.8757225,-122.2655403
3143332574,37.8757225,-122.2655403,339928544,37.8755496,-122.2655315
339928544,37.8755496,-122.2655315,4591463176,37.8753694,-122.265514
4591463176,37.8753694,-122.265514,4592290396,37.8748987,-122.2654631
